Entity,Continent,Date,Daily_confirmed,Daily_deaths,Total_confirmed
Afghanistan,Asia,2020-02-25,1,0,1
Afghanistan,Asia,2020-03-08,3,0,4
Afghanistan,Asia,2020-03-11,3,0,7
Afghanistan,Asia,2020-03-15,3,0,10
Afghanistan,Asia,2020-03-16,6,0,16
Afghanistan,Asia,2020-03-17,5,0,21
Afghanistan,Asia,2020-03-18,1,0,22
Afghanistan,Asia,2020-03-21,2,0,24
Afghanistan,Asia,2020-03-23,10,0,34
Afghanistan,Asia,2020-03-24,6,1,40
Afghanistan,Asia,2020-03-25,2,0,42
Afghanistan,Asia,2020-03-26,33,0,75
Afghanistan,Asia,2020-03-28,16,1,91
Afghanistan,Asia,2020-03-29,15,1,106
Afghanistan,Asia,2020-03-30,8,1,114
Afghanistan,Asia,2020-03-31,27,0,141
Afghanistan,Asia,2020-04-01,25,0,166
Afghanistan,Asia,2020-04-02,26,0,192
Afghanistan,Asia,2020-04-03,43,0,235
Afghanistan,Asia,2020-04-05,35,1,270
Afghanistan,Asia,2020-04-06,29,2,299
Afghanistan,Asia,2020-04-07,38,0,337
Afghanistan,Asia,2020-04-08,30,4,367
Afghanistan,Asia,2020-04-09,56,3,423
Afghanistan,Asia,2020-04-10,61,1,484
Afghanistan,Asia,2020-04-11,37,0,521
Afghanistan,Asia,2020-04-12,34,3,555
Afghanistan,Asia,2020-04-13,52,0,607
Afghanistan,Asia,2020-04-14,58,3,665
Afghanistan,Asia,2020-04-15,49,2,714
Afghanistan,Asia,2020-04-16,70,2,784
Afghanistan,Asia,2020-04-17,10,4,794
Afghanistan,Asia,2020-04-18,51,1,845
Afghanistan,Asia,2020-04-19,63,0,908
Afghanistan,Asia,2020-04-20,88,3,996
Afghanistan,Asia,2020-04-21,35,2,1031
Afghanistan,Asia,2020-04-22,61,1,1092
Afghanistan,Asia,2020-04-23,84,4,1176
Afghanistan,Asia,2020-04-24,105,2,1281
Afghanistan,Asia,2020-04-25,70,1,1351
Afghanistan,Asia,2020-04-26,112,4,1463
Afghanistan,Asia,2020-04-27,68,10,1531
Afghanistan,Asia,2020-04-28,172,0,1703
Afghanistan,Asia,2020-04-29,124,3,1827
Afghanistan,Asia,2020-04-30,122,0,1949
Afghanistan,Asia,2020-05-01,222,4,2171
Afghanistan,Asia,2020-05-02,164,4,2335
Afghanistan,Asia,2020-05-03,134,4,2469
Afghanistan,Asia,2020-05-04,235,13,2704
Afghanistan,Asia,2020-05-05,190,5,2894
Afghanistan,Asia,2020-05-06,330,5,3224
Albania,Europe,2020-03-09,2,0,2
Albania,Europe,2020-03-10,4,0,6
Albania,Europe,2020-03-11,4,0,10
Albania,Europe,2020-03-12,1,1,11
Albania,Europe,2020-03-13,12,0,23
Albania,Europe,2020-03-14,10,0,33
Albania,Europe,2020-03-15,5,0,38
Albania,Europe,2020-03-16,4,0,42
Albania,Europe,2020-03-17,9,0,51
Albania,Europe,2020-03-18,4,0,55
Albania,Europe,2020-03-19,4,1,59
Albania,Europe,2020-03-20,11,0,70
Albania,Europe,2020-03-22,6,0,76
Albania,Europe,2020-03-23,13,0,89
Albania,Europe,2020-03-24,11,2,100
Albania,Europe,2020-03-25,23,1,123
Albania,Europe,2020-03-26,23,0,146
Albania,Europe,2020-03-27,28,1,174
Albania,Europe,2020-03-28,12,3,186
Albania,Europe,2020-03-29,11,1,197
Albania,Europe,2020-03-30,15,0,212
Albania,Europe,2020-03-31,11,2,223
Albania,Europe,2020-04-01,20,3,243
Albania,Europe,2020-04-02,16,0,259
Albania,Europe,2020-04-03,18,1,277
Albania,Europe,2020-04-04,27,1,304
Albania,Europe,2020-04-05,29,2,333
Albania,Europe,2020-04-06,28,2,361
Albania,Europe,2020-04-07,16,1,377
Albania,Europe,2020-04-08,6,0,383
Albania,Europe,2020-04-09,17,0,400
Albania,Europe,2020-04-10,9,1,409
Albania,Europe,2020-04-11,7,0,416
Albania,Europe,2020-04-12,17,0,433
Albania,Europe,2020-04-13,13,0,446
Albania,Europe,2020-04-14,21,0,467
Albania,Europe,2020-04-15,8,1,475
Albania,Europe,2020-04-16,19,1,494
Albania,Europe,2020-04-17,24,1,518
Albania,Europe,2020-04-18,21,0,539
Albania,Europe,2020-04-19,9,0,548
Albania,Europe,2020-04-20,14,0,562
Albania,Europe,2020-04-21,22,0,584
Albania,Europe,2020-04-22,25,0,609
Albania,Europe,2020-04-23,25,1,634
Albania,Europe,2020-04-24,29,0,663
Albania,Europe,2020-04-25,15,0,678
Albania,Europe,2020-04-26,34,0,712
Albania,Europe,2020-04-27,14,1,726
Albania,Europe,2020-04-28,10,0,736
Albania,Europe,2020-04-29,14,2,750
Albania,Europe,2020-04-30,16,1,766
Albania,Europe,2020-05-01,7,0,773
Albania,Europe,2020-05-02,9,0,782
Albania,Europe,2020-05-03,7,0,789
Albania,Europe,2020-05-04,6,0,795
Albania,Europe,2020-05-05,8,0,803
Albania,Europe,2020-05-06,17,0,820
Algeria,Africa,2020-02-26,1,0,1
Algeria,Africa,2020-03-01,2,0,3
Algeria,Africa,2020-03-04,2,0,5
Algeria,Africa,2020-03-05,7,0,12
Algeria,Africa,2020-03-06,5,0,17
Algeria,Africa,2020-03-09,3,0,20
Algeria,Africa,2020-03-13,5,1,25
Algeria,Africa,2020-03-14,1,1,26
Algeria,Africa,2020-03-15,11,0,37
Algeria,Africa,2020-03-16,11,2,48
Algeria,Africa,2020-03-17,10,0,58
Algeria,Africa,2020-03-18,2,1,60
Algeria,Africa,2020-03-19,12,1,72
Algeria,Africa,2020-03-20,18,1,90
Algeria,Africa,2020-03-21,12,3,102
Algeria,Africa,2020-03-22,37,5,139
Algeria,Africa,2020-03-23,62,2,201
Algeria,Africa,2020-03-24,29,0,230
Algeria,Africa,2020-03-25,34,2,264
Algeria,Africa,2020-03-26,38,2,302
Algeria,Africa,2020-03-27,65,4,367
Algeria,Africa,2020-03-28,42,1,409
Algeria,Africa,2020-03-29,45,3,454
Algeria,Africa,2020-03-30,57,2,511
Algeria,Africa,2020-03-31,73,4,584
Algeria,Africa,2020-04-01,132,9,716
Algeria,Africa,2020-04-02,131,14,847
Algeria,Africa,2020-04-03,139,5,986
Algeria,Africa,2020-04-04,185,42,1171
Algeria,Africa,2020-04-05,80,25,1251
Algeria,Africa,2020-04-06,69,22,1320
Algeria,Africa,2020-04-07,103,21,1423
Algeria,Africa,2020-04-08,45,20,1468
Algeria,Africa,2020-04-09,104,12,1572
Algeria,Africa,2020-04-10,94,30,1666
Algeria,Africa,2020-04-11,95,21,1761
Algeria,Africa,2020-04-12,64,19,1825
Algeria,Africa,2020-04-13,89,18,1914
Algeria,Africa,2020-04-14,69,20,1983
Algeria,Africa,2020-04-15,87,12,2070
Algeria,Africa,2020-04-16,90,11,2160
Algeria,Africa,2020-04-17,108,12,2268
Algeria,Africa,2020-04-18,150,16,2418
Algeria,Africa,2020-04-19,117,3,2535
Algeria,Africa,2020-04-20,94,8,2629
Algeria,Africa,2020-04-21,89,9,2718
Algeria,Africa,2020-04-22,93,8,2811
Algeria,Africa,2020-04-23,99,10,2910
Algeria,Africa,2020-04-24,97,5,3007
Algeria,Africa,2020-04-25,120,8,3127
Algeria,Africa,2020-04-26,129,4,3256
Algeria,Africa,2020-04-27,126,6,3382
Algeria,Africa,2020-04-28,135,7,3517
Algeria,Africa,2020-04-29,132,5,3649
Algeria,Africa,2020-04-30,199,7,3848
Algeria,Africa,2020-05-01,158,6,4006
Algeria,Africa,2020-05-02,148,3,4154
Algeria,Africa,2020-05-03,141,6,4295
Algeria,Africa,2020-05-04,179,4,4474
Algeria,Africa,2020-05-05,174,2,4648
Algeria,Africa,2020-05-06,190,5,4838
Andorra,Europe,2020-03-03,1,0,1
Andorra,Europe,2020-03-14,1,0,2
Andorra,Europe,2020-03-16,3,0,5
Andorra,Europe,2020-03-17,9,0,14
Andorra,Europe,2020-03-19,39,0,53
Andorra,Europe,2020-03-20,22,0,75
Andorra,Europe,2020-03-22,13,0,88
Andorra,Europe,2020-03-23,25,0,113
Andorra,Europe,2020-03-24,20,0,133
Andorra,Europe,2020-03-25,31,0,164
Andorra,Europe,2020-03-26,24,0,188
Andorra,Europe,2020-03-27,36,3,224
Andorra,Europe,2020-03-28,43,0,267
Andorra,Europe,2020-03-29,41,1,308
Andorra,Europe,2020-03-30,26,2,334
Andorra,Europe,2020-03-31,36,2,370
Andorra,Europe,2020-04-01,6,4,376
Andorra,Europe,2020-04-02,14,2,390
Andorra,Europe,2020-04-03,38,1,428
Andorra,Europe,2020-04-04,11,1,439
Andorra,Europe,2020-04-05,27,1,466
Andorra,Europe,2020-04-06,35,1,501
Andorra,Europe,2020-04-07,25,3,526
Andorra,Europe,2020-04-08,19,1,545
Andorra,Europe,2020-04-09,19,1,564
Andorra,Europe,2020-04-10,19,2,583
Andorra,Europe,2020-04-11,18,1,601
Andorra,Europe,2020-04-12,21,2,622
Andorra,Europe,2020-04-13,16,1,638
Andorra,Europe,2020-04-14,8,0,646
Andorra,Europe,2020-04-15,13,2,659
Andorra,Europe,2020-04-16,14,2,673
Andorra,Europe,2020-04-17,9,0,682
Andorra,Europe,2020-04-18,14,2,696
Andorra,Europe,2020-04-19,8,0,704
Andorra,Europe,2020-04-20,9,1,713
Andorra,Europe,2020-04-21,4,0,717
Andorra,Europe,2020-04-22,,1,717
Andorra,Europe,2020-04-23,6,0,723
Andorra,Europe,2020-04-24,1,0,724
Andorra,Europe,2020-04-25,7,3,731
Andorra,Europe,2020-04-26,2,0,733
Andorra,Europe,2020-04-27,7,0,740
Andorra,Europe,2020-04-28,3,0,743
Andorra,Europe,2020-04-29,,1,743
Andorra,Europe,2020-04-30,,1,743
Andorra,Europe,2020-05-01,2,0,745
Andorra,Europe,2020-05-02,1,1,746
Andorra,Europe,2020-05-03,1,1,747
Andorra,Europe,2020-05-04,1,1,748
Andorra,Europe,2020-05-05,2,0,750
Andorra,Europe,2020-05-06,1,1,751
Angola,Africa,2020-03-22,2,0,2
Angola,Africa,2020-03-27,1,0,3
Angola,Africa,2020-03-28,1,0,4
Angola,Africa,2020-03-30,3,2,7
Angola,Africa,2020-04-02,1,0,8
Angola,Africa,2020-04-05,2,0,10
Angola,Africa,2020-04-06,4,0,14
Angola,Africa,2020-04-07,2,0,16
Angola,Africa,2020-04-08,1,0,17
Angola,Africa,2020-04-09,2,0,19
Angola,Africa,2020-04-19,5,0,24
Angola,Africa,2020-04-24,1,0,25
Angola,Africa,2020-04-27,1,0,26
Angola,Africa,2020-04-28,1,0,27
Angola,Africa,2020-05-02,2,0,29
Angola,Africa,2020-05-03,6,0,35
Angola,Africa,2020-05-06,1,0,36
Anguilla,Etc,2020-03-27,2,0,2
Anguilla,Etc,2020-04-03,1,0,3
Antigua and Barbuda,America,2020-03-15,1,0,1
Antigua and Barbuda,America,2020-03-25,2,0,3
Antigua and Barbuda,America,2020-03-27,4,0,7
Antigua and Barbuda,America,2020-04-03,2,0,9
Antigua and Barbuda,America,2020-04-04,6,0,15
Antigua and Barbuda,America,2020-04-10,4,2,19
Antigua and Barbuda,America,2020-04-11,2,0,21
Antigua and Barbuda,America,2020-04-14,2,0,23
Antigua and Barbuda,America,2020-04-21,,1,23
Antigua and Barbuda,America,2020-04-22,1,0,24
Antigua and Barbuda,America,2020-05-02,1,0,25
Argentina,America,2020-03-04,1,0,1
Argentina,America,2020-03-06,1,0,2
Argentina,America,2020-03-07,6,0,8
Argentina,America,2020-03-08,1,1,9
Argentina,America,2020-03-09,3,0,12
Argentina,America,2020-03-11,7,0,19
Argentina,America,2020-03-13,12,0,31
Argentina,America,2020-03-14,3,1,34
Argentina,America,2020-03-15,11,0,45
Argentina,America,2020-03-16,11,0,56
Argentina,America,2020-03-17,9,0,65
Argentina,America,2020-03-18,14,0,79
Argentina,America,2020-03-19,18,0,97
Argentina,America,2020-03-20,31,1,128
Argentina,America,2020-03-21,30,0,158
Argentina,America,2020-03-22,67,1,225
Argentina,America,2020-03-23,41,0,266
Argentina,America,2020-03-24,35,0,301
Argentina,America,2020-03-25,86,2,387
Argentina,America,2020-03-26,115,2,502
Argentina,America,2020-03-27,87,4,589
Argentina,America,2020-03-28,101,5,690
Argentina,America,2020-03-29,55,2,745
Argentina,America,2020-03-30,75,1,820
Argentina,America,2020-03-31,146,4,966
Argentina,America,2020-04-02,167,7,1133
Argentina,America,2020-04-03,,3,1133
Argentina,America,2020-04-04,132,3,1265
Argentina,America,2020-04-05,186,6,1451
Argentina,America,2020-04-06,103,3,1554
Argentina,America,2020-04-07,74,7,1628
Argentina,America,2020-04-08,87,7,1715
Argentina,America,2020-04-09,80,5,1795
Argentina,America,2020-04-10,99,14,1894
Argentina,America,2020-04-11,81,3,1975
Argentina,America,2020-04-12,162,7,2137
Argentina,America,2020-04-13,66,6,2203
Argentina,America,2020-04-14,69,3,2272
Argentina,America,2020-04-15,160,7,2432
Argentina,America,2020-04-16,,4,2432
Argentina,America,2020-04-17,128,6,2560
Argentina,America,2020-04-18,98,7,2658
Argentina,America,2020-04-19,170,10,2828
Argentina,America,2020-04-20,102,2,2930
Argentina,America,2020-04-21,90,8,3020
Argentina,America,2020-04-22,112,9,3132
Argentina,America,2020-04-23,144,8,3276
Argentina,America,2020-04-24,147,6,3423
Argentina,America,2020-04-25,,2,3423
Argentina,America,2020-04-26,344,18,3767
Argentina,America,2020-04-27,,1,3767
Argentina,America,2020-04-28,223,11,3990
Argentina,America,2020-04-29,124,10,4114
Argentina,America,2020-04-30,158,7,4272
Argentina,America,2020-05-01,143,4,4415
Argentina,America,2020-05-02,104,7,4519
Argentina,America,2020-05-03,149,12,4668
Argentina,America,2020-05-04,102,9,4770
Argentina,America,2020-05-05,104,14,4874
Argentina,America,2020-05-06,133,4,5007
Armenia,Asia,2020-03-01,1,0,1
Armenia,Asia,2020-03-12,3,0,4
Armenia,Asia,2020-03-13,2,0,6
Armenia,Asia,2020-03-14,7,0,13
Armenia,Asia,2020-03-15,7,0,20
Armenia,Asia,2020-03-16,10,0,30
Armenia,Asia,2020-03-17,22,0,52
Armenia,Asia,2020-03-18,26,0,78
Armenia,Asia,2020-03-19,37,0,115
Armenia,Asia,2020-03-20,7,0,122
Armenia,Asia,2020-03-21,14,0,136
Armenia,Asia,2020-03-22,24,0,160
Armenia,Asia,2020-03-23,30,0,190
Armenia,Asia,2020-03-24,4,0,194
Armenia,Asia,2020-03-25,71,0,265
Armenia,Asia,2020-03-26,25,0,290
Armenia,Asia,2020-03-27,39,1,329
Armenia,Asia,2020-03-28,43,0,372
Armenia,Asia,2020-03-29,52,2,424
Armenia,Asia,2020-03-31,58,0,482
Armenia,Asia,2020-04-01,50,0,532
Armenia,Asia,2020-04-02,39,0,571
Armenia,Asia,2020-04-03,92,1,663
Armenia,Asia,2020-04-04,73,3,736
Armenia,Asia,2020-04-05,34,0,770
Armenia,Asia,2020-04-06,52,0,822
Armenia,Asia,2020-04-07,11,1,833
Armenia,Asia,2020-04-08,20,0,853
Armenia,Asia,2020-04-09,28,1,881
Armenia,Asia,2020-04-10,40,1,921
Armenia,Asia,2020-04-11,16,1,937
Armenia,Asia,2020-04-12,30,2,967
Armenia,Asia,2020-04-13,46,0,1013
Armenia,Asia,2020-04-14,26,1,1039
Armenia,Asia,2020-04-15,72,3,1111
Armenia,Asia,2020-04-16,48,1,1159
Armenia,Asia,2020-04-17,42,1,1201
Armenia,Asia,2020-04-18,47,1,1248
Armenia,Asia,2020-04-19,43,0,1291
Armenia,Asia,2020-04-20,48,2,1339
Armenia,Asia,2020-04-21,62,2,1401
Armenia,Asia,2020-04-22,72,0,1473
Armenia,Asia,2020-04-23,50,0,1523
Armenia,Asia,2020-04-24,73,3,1596
Armenia,Asia,2020-04-25,81,1,1677
Armenia,Asia,2020-04-26,69,0,1746
Armenia,Asia,2020-04-27,62,1,1808
Armenia,Asia,2020-04-28,59,1,1867
Armenia,Asia,2020-04-29,65,0,1932
Armenia,Asia,2020-05-01,134,2,2066
Armenia,Asia,2020-05-02,82,1,2148
Armenia,Asia,2020-05-03,125,0,2273
Armenia,Asia,2020-05-04,113,2,2386
Armenia,Asia,2020-05-05,121,4,2507
Armenia,Asia,2020-05-06,112,1,2619
Aruba,America,2020-03-13,2,0,2
Aruba,America,2020-03-20,2,0,4
Aruba,America,2020-03-24,8,0,12
Aruba,America,2020-03-25,5,0,17
Aruba,America,2020-03-26,2,0,19
Aruba,America,2020-03-27,9,0,28
Aruba,America,2020-03-30,22,0,50
Aruba,America,2020-04-01,5,0,55
Aruba,America,2020-04-03,5,0,60
Aruba,America,2020-04-04,2,0,62
Aruba,America,2020-04-05,2,0,64
Aruba,America,2020-04-07,7,0,71
Aruba,America,2020-04-08,3,0,74
Aruba,America,2020-04-09,3,0,77
Aruba,America,2020-04-10,5,0,82
Aruba,America,2020-04-11,4,0,86
Aruba,America,2020-04-12,6,0,92
Aruba,America,2020-04-16,1,1,93
Aruba,America,2020-04-17,2,0,95
Aruba,America,2020-04-18,1,1,96
Aruba,America,2020-04-20,1,0,97
Aruba,America,2020-04-23,3,0,100
Australia,Oceania,2020-01-25,1,0,1
Australia,Oceania,2020-01-26,3,0,4
Australia,Oceania,2020-01-30,2,0,6
Australia,Oceania,2020-01-31,1,0,7
Australia,Oceania,2020-02-01,2,0,9
Australia,Oceania,2020-02-02,2,0,11
Australia,Oceania,2020-02-05,1,0,12
Australia,Oceania,2020-02-06,1,0,13
Australia,Oceania,2020-02-07,1,0,14
Australia,Oceania,2020-02-14,1,0,15
Australia,Oceania,2020-02-21,2,0,17
Australia,Oceania,2020-02-22,4,0,21
Australia,Oceania,2020-02-23,1,0,22
Australia,Oceania,2020-02-27,1,0,23
Australia,Oceania,2020-02-29,2,0,25
Australia,Oceania,2020-03-01,1,1,26
Australia,Oceania,2020-03-02,3,0,29
Australia,Oceania,2020-03-03,4,0,33
Australia,Oceania,2020-03-04,8,0,41
Australia,Oceania,2020-03-05,11,1,52
Australia,Oceania,2020-03-06,7,0,59
Australia,Oceania,2020-03-07,4,0,63
Australia,Oceania,2020-03-08,11,1,74
Australia,Oceania,2020-03-09,6,0,80
Australia,Oceania,2020-03-10,20,0,100
Australia,Oceania,2020-03-11,12,0,112
Australia,Oceania,2020-03-12,14,0,126
Australia,Oceania,2020-03-13,30,0,156
Australia,Oceania,2020-03-14,41,0,197
Australia,Oceania,2020-03-15,52,0,249
Australia,Oceania,2020-03-16,49,2,298
Australia,Oceania,2020-03-17,77,0,375
Australia,Oceania,2020-03-18,79,0,454
Australia,Oceania,2020-03-19,111,1,565
Australia,Oceania,2020-03-20,144,0,709
Australia,Oceania,2020-03-21,165,1,874
Australia,Oceania,2020-03-22,224,0,1098
Australia,Oceania,2020-03-23,611,0,1709
Australia,Oceania,2020-03-24,114,0,1823
Australia,Oceania,2020-03-25,600,1,2423
Australia,Oceania,2020-03-26,376,3,2799
Australia,Oceania,2020-03-27,367,2,3166
Australia,Oceania,2020-03-28,212,0,3378
Australia,Oceania,2020-03-29,431,1,3809
Australia,Oceania,2020-03-30,284,2,4093
Australia,Oceania,2020-03-31,464,3,4557
Australia,Oceania,2020-04-01,150,1,4707
Australia,Oceania,2020-04-02,269,1,4976
Australia,Oceania,2020-04-03,248,2,5224
Australia,Oceania,2020-04-04,324,7,5548
Australia,Oceania,2020-04-05,139,4,5687
Australia,Oceania,2020-04-06,57,2,5744
Australia,Oceania,2020-04-07,100,6,5844
Australia,Oceania,2020-04-08,112,3,5956
Australia,Oceania,2020-04-09,96,5,6052
Australia,Oceania,2020-04-10,100,2,6152
Australia,Oceania,2020-04-11,86,2,6238
Australia,Oceania,2020-04-12,51,3,6289
Australia,Oceania,2020-04-13,33,4,6322
Australia,Oceania,2020-04-14,44,0,6366
Australia,Oceania,2020-04-15,50,0,6416
Australia,Oceania,2020-04-16,42,2,6458
Australia,Oceania,2020-04-17,39,0,6497
Australia,Oceania,2020-04-18,36,4,6533
Australia,Oceania,2020-04-19,53,2,6586
Australia,Oceania,2020-04-20,26,1,6612
Australia,Oceania,2020-04-21,13,1,6625
Australia,Oceania,2020-04-22,22,3,6647
Australia,Oceania,2020-04-23,7,0,6654
Australia,Oceania,2020-04-24,13,1,6667
Australia,Oceania,2020-04-25,20,4,6687
Australia,Oceania,2020-04-26,16,2,6703
Australia,Oceania,2020-04-27,10,2,6713
Australia,Oceania,2020-04-28,12,1,6725
Australia,Oceania,2020-04-29,13,4,6738
Australia,Oceania,2020-04-30,8,2,6746
Australia,Oceania,2020-05-01,16,2,6762
Australia,Oceania,2020-05-02,5,1,6767
Australia,Oceania,2020-05-03,16,0,6783
Australia,Oceania,2020-05-04,18,2,6801
Australia,Oceania,2020-05-05,24,0,6825
Australia,Oceania,2020-05-06,24,1,6849
Austria,Europe,2020-02-26,2,0,2
Austria,Europe,2020-02-28,3,0,5
Austria,Europe,2020-02-29,2,0,7
Austria,Europe,2020-03-01,3,0,10
Austria,Europe,2020-03-02,4,0,14
Austria,Europe,2020-03-03,4,0,18
Austria,Europe,2020-03-04,6,0,24
Austria,Europe,2020-03-05,5,0,29
Austria,Europe,2020-03-06,12,0,41
Austria,Europe,2020-03-07,33,0,74
Austria,Europe,2020-03-08,25,0,99
Austria,Europe,2020-03-09,3,0,102
Austria,Europe,2020-03-10,29,0,131
Austria,Europe,2020-03-11,51,0,182
Austria,Europe,2020-03-12,64,0,246
Austria,Europe,2020-03-13,115,1,361
Austria,Europe,2020-03-14,143,0,504
Austria,Europe,2020-03-15,151,0,655
Austria,Europe,2020-03-16,205,0,860
Austria,Europe,2020-03-17,156,2,1016
Austria,Europe,2020-03-18,316,0,1332
Austria,Europe,2020-03-19,314,1,1646
Austria,Europe,2020-03-20,550,2,2196
Austria,Europe,2020-03-21,453,0,2649
Austria,Europe,2020-03-22,375,2,3024
Austria,Europe,2020-03-23,607,8,3631
Austria,Europe,2020-03-24,855,9,4486
Austria,Europe,2020-03-25,796,5,5282
Austria,Europe,2020-03-26,606,4,5888
Austria,Europe,2020-03-27,1141,18,7029
Austria,Europe,2020-03-28,668,16,7697
Austria,Europe,2020-03-29,594,0,8291
Austria,Europe,2020-03-30,522,18,8813
Austria,Europe,2020-03-31,805,22,9618
Austria,Europe,2020-04-01,564,20,10182
Austria,Europe,2020-04-02,529,18,10711
Austria,Europe,2020-04-03,418,12,11129
Austria,Europe,2020-04-04,396,10,11525
Austria,Europe,2020-04-05,241,18,11766
Austria,Europe,2020-04-06,217,18,11983
Austria,Europe,2020-04-07,314,16,12297
Austria,Europe,2020-04-08,343,23,12640
Austria,Europe,2020-04-09,329,30,12969
Austria,Europe,2020-04-10,279,22,13248
Austria,Europe,2020-04-11,312,24,13560
Austria,Europe,2020-04-12,247,18,13807
Austria,Europe,2020-04-13,130,13,13937
Austria,Europe,2020-04-14,106,18,14043
Austria,Europe,2020-04-15,191,16,14234
Austria,Europe,2020-04-16,136,9,14370
Austria,Europe,2020-04-17,78,17,14448
Austria,Europe,2020-04-18,155,21,14603
Austria,Europe,2020-04-19,59,12,14662
Austria,Europe,2020-04-20,48,9,14710
Austria,Europe,2020-04-21,73,10,14783
Austria,Europe,2020-04-22,50,1,14833
Austria,Europe,2020-04-23,91,31,14924
Austria,Europe,2020-04-24,61,14,14985
Austria,Europe,2020-04-25,83,5,15068
Austria,Europe,2020-04-26,66,23,15134
Austria,Europe,2020-04-27,55,6,15189
Austria,Europe,2020-04-28,67,7,15256
Austria,Europe,2020-04-29,58,20,15314
Austria,Europe,2020-04-30,50,11,15364
Austria,Europe,2020-05-01,60,4,15424
Austria,Europe,2020-05-02,34,5,15458
Austria,Europe,2020-05-03,12,7,15470
Austria,Europe,2020-05-04,68,2,15538
Austria,Europe,2020-05-05,31,2,15569
Austria,Europe,2020-05-06,17,6,15586
Azerbaijan,Asia,2020-02-29,1,0,1
Azerbaijan,Asia,2020-03-02,2,0,3
Azerbaijan,Asia,2020-03-06,3,0,6
Azerbaijan,Asia,2020-03-07,3,0,9
Azerbaijan,Asia,2020-03-11,2,0,11
Azerbaijan,Asia,2020-03-12,2,0,13
Azerbaijan,Asia,2020-03-15,6,0,19
Azerbaijan,Asia,2020-03-18,9,0,28
Azerbaijan,Asia,2020-03-19,6,0,34
Azerbaijan,Asia,2020-03-20,10,0,44
Azerbaijan,Asia,2020-03-21,,1,44
Azerbaijan,Asia,2020-03-22,9,0,53
Azerbaijan,Asia,2020-03-23,12,0,65
Azerbaijan,Asia,2020-03-24,7,0,72
Azerbaijan,Asia,2020-03-25,15,0,87
Azerbaijan,Asia,2020-03-26,6,1,93
Azerbaijan,Asia,2020-03-27,29,1,122
Azerbaijan,Asia,2020-03-28,43,0,165
Azerbaijan,Asia,2020-03-29,17,1,182
Azerbaijan,Asia,2020-03-30,27,0,209
Azerbaijan,Asia,2020-03-31,64,0,273
Azerbaijan,Asia,2020-04-01,25,1,298
Azerbaijan,Asia,2020-04-02,61,0,359
Azerbaijan,Asia,2020-04-03,41,0,400
Azerbaijan,Asia,2020-04-04,43,0,443
Azerbaijan,Asia,2020-04-05,78,0,521
Azerbaijan,Asia,2020-04-06,63,2,584
Azerbaijan,Asia,2020-04-07,57,0,641
Azerbaijan,Asia,2020-04-08,76,1,717
Azerbaijan,Asia,2020-04-09,105,0,822
Azerbaijan,Asia,2020-04-10,104,1,926
Azerbaijan,Asia,2020-04-11,65,1,991
Azerbaijan,Asia,2020-04-12,67,1,1058
Azerbaijan,Asia,2020-04-13,40,0,1098
Azerbaijan,Asia,2020-04-14,50,1,1148
Azerbaijan,Asia,2020-04-15,49,1,1197
Azerbaijan,Asia,2020-04-16,56,0,1253
Azerbaijan,Asia,2020-04-17,30,2,1283
Azerbaijan,Asia,2020-04-18,57,0,1340
Azerbaijan,Asia,2020-04-19,33,3,1373
Azerbaijan,Asia,2020-04-20,25,1,1398
Azerbaijan,Asia,2020-04-21,38,0,1436
Azerbaijan,Asia,2020-04-22,44,1,1480
Azerbaijan,Asia,2020-04-23,38,0,1518
Azerbaijan,Asia,2020-04-24,30,0,1548
Azerbaijan,Asia,2020-04-25,44,1,1592
Azerbaijan,Asia,2020-04-26,25,0,1617
Azerbaijan,Asia,2020-04-27,28,0,1645
Azerbaijan,Asia,2020-04-28,33,1,1678
Azerbaijan,Asia,2020-04-29,39,0,1717
Azerbaijan,Asia,2020-04-30,49,1,1766
Azerbaijan,Asia,2020-05-01,38,1,1804
Azerbaijan,Asia,2020-05-02,50,1,1854
Azerbaijan,Asia,2020-05-03,40,0,1894
Azerbaijan,Asia,2020-05-04,38,0,1932
Azerbaijan,Asia,2020-05-05,52,1,1984
Azerbaijan,Asia,2020-05-06,76,0,2060
Bahamas,America,2020-03-16,1,0,1
Bahamas,America,2020-03-20,2,0,3
Bahamas,America,2020-03-21,1,0,4
Bahamas,America,2020-03-26,1,0,5
Bahamas,America,2020-03-27,4,0,9
Bahamas,America,2020-03-29,2,0,11
Bahamas,America,2020-03-30,3,0,14
Bahamas,America,2020-04-01,1,0,15
Bahamas,America,2020-04-02,6,1,21
Bahamas,America,2020-04-03,3,0,24
Bahamas,America,2020-04-04,,2,24
Bahamas,America,2020-04-05,4,1,28
Bahamas,America,2020-04-06,1,1,29
Bahamas,America,2020-04-07,4,0,33
Bahamas,America,2020-04-08,3,1,36
Bahamas,America,2020-04-09,4,1,40
Bahamas,America,2020-04-10,1,1,41
Bahamas,America,2020-04-11,1,0,42
Bahamas,America,2020-04-12,4,0,46
Bahamas,America,2020-04-13,1,0,47
Bahamas,America,2020-04-14,2,0,49
Bahamas,America,2020-04-16,4,0,53
Bahamas,America,2020-04-17,1,1,54
Bahamas,America,2020-04-18,1,0,55
Bahamas,America,2020-04-19,3,0,58
Bahamas,America,2020-04-20,2,0,60
Bahamas,America,2020-04-21,4,0,64
