Entity,Continent,Date,Daily_confirmed,Daily_deaths,Total_confirmed
Rwanda,Africa,2020-04-09,5,0,110
Rwanda,Africa,2020-04-10,3,0,113
Rwanda,Africa,2020-04-11,5,0,118
Rwanda,Africa,2020-04-12,2,0,120
Rwanda,Africa,2020-04-13,6,0,126
Rwanda,Africa,2020-04-14,1,0,127
Rwanda,Africa,2020-04-15,7,0,134
Rwanda,Africa,2020-04-16,2,0,136
Rwanda,Africa,2020-04-17,2,0,138
Rwanda,Africa,2020-04-18,5,0,143
Rwanda,Africa,2020-04-19,1,0,144
Rwanda,Africa,2020-04-20,3,0,147
Rwanda,Africa,2020-04-22,3,0,150
Rwanda,Africa,2020-04-23,3,0,153
Rwanda,Africa,2020-04-24,1,0,154
Rwanda,Africa,2020-04-25,22,0,176
Rwanda,Africa,2020-04-26,7,0,183
Rwanda,Africa,2020-04-27,8,0,191
Rwanda,Africa,2020-04-28,16,0,207
Rwanda,Africa,2020-04-29,5,0,212
Rwanda,Africa,2020-04-30,13,0,225
Rwanda,Africa,2020-05-01,18,0,243
Rwanda,Africa,2020-05-02,6,0,249
Rwanda,Africa,2020-05-03,6,0,255
Rwanda,Africa,2020-05-04,4,0,259
Rwanda,Africa,2020-05-05,2,0,261
Saint Kitts and Nevis,America,2020-03-26,2,0,2
Saint Kitts and Nevis,America,2020-03-30,5,0,7
Saint Kitts and Nevis,America,2020-04-01,1,0,8
Saint Kitts and Nevis,America,2020-04-04,1,0,9
Saint Kitts and Nevis,America,2020-04-05,1,0,10
Saint Kitts and Nevis,America,2020-04-07,1,0,11
Saint Kitts and Nevis,America,2020-04-11,1,0,12
Saint Kitts and Nevis,America,2020-04-15,2,0,14
Saint Kitts and Nevis,America,2020-04-20,1,0,15
Saint Lucia,America,2020-03-15,2,0,2
Saint Lucia,America,2020-03-26,1,0,3
Saint Lucia,America,2020-03-29,1,0,4
Saint Lucia,America,2020-03-30,5,0,9
Saint Lucia,America,2020-04-01,4,0,13
Saint Lucia,America,2020-04-05,1,0,14
Saint Lucia,America,2020-04-11,1,0,15
Saint Lucia,America,2020-04-30,2,0,17
Saint Lucia,America,2020-05-04,1,0,18
Saint Vincent and the Grenadines,America,2020-03-13,1,0,1
Saint Vincent and the Grenadines,America,2020-04-02,1,0,2
Saint Vincent and the Grenadines,America,2020-04-04,5,0,7
Saint Vincent and the Grenadines,America,2020-04-08,1,0,8
Saint Vincent and the Grenadines,America,2020-04-10,4,0,12
Saint Vincent and the Grenadines,America,2020-04-23,1,0,13
Saint Vincent and the Grenadines,America,2020-04-25,1,0,14
Saint Vincent and the Grenadines,America,2020-04-28,1,0,15
Saint Vincent and the Grenadines,America,2020-04-29,1,0,16
Saint Vincent and the Grenadines,America,2020-05-04,1,0,17
San Marino,Europe,2020-02-28,1,0,1
San Marino,Europe,2020-03-02,7,1,8
San Marino,Europe,2020-03-04,2,0,10
San Marino,Europe,2020-03-05,5,0,15
San Marino,Europe,2020-03-06,7,0,22
San Marino,Europe,2020-03-07,1,0,23
San Marino,Europe,2020-03-08,3,0,26
San Marino,Europe,2020-03-09,11,0,37
San Marino,Europe,2020-03-10,12,1,49
San Marino,Europe,2020-03-11,13,0,62
San Marino,Europe,2020-03-12,4,1,66
San Marino,Europe,2020-03-13,1,2,67
San Marino,Europe,2020-03-14,6,0,73
San Marino,Europe,2020-03-15,19,0,92
San Marino,Europe,2020-03-16,6,2,98
San Marino,Europe,2020-03-17,4,2,102
San Marino,Europe,2020-03-18,2,2,104
San Marino,Europe,2020-03-19,5,3,109
San Marino,Europe,2020-03-20,17,0,126
San Marino,Europe,2020-03-21,25,0,151
San Marino,Europe,2020-03-22,,6,151
San Marino,Europe,2020-03-24,36,0,187
San Marino,Europe,2020-03-25,,1,187
San Marino,Europe,2020-03-26,21,0,208
San Marino,Europe,2020-03-27,10,0,218
San Marino,Europe,2020-03-28,5,0,223
San Marino,Europe,2020-03-29,1,1,224
San Marino,Europe,2020-03-30,5,2,229
San Marino,Europe,2020-03-31,,1,229
San Marino,Europe,2020-04-01,1,1,230
San Marino,Europe,2020-04-02,6,0,236
San Marino,Europe,2020-04-03,9,4,245
San Marino,Europe,2020-04-04,6,2,251
San Marino,Europe,2020-04-05,8,0,259
San Marino,Europe,2020-04-06,7,0,266
San Marino,Europe,2020-04-07,11,0,277
San Marino,Europe,2020-04-08,2,2,279
San Marino,Europe,2020-04-09,29,0,308
San Marino,Europe,2020-04-10,25,0,333
San Marino,Europe,2020-04-11,11,0,344
San Marino,Europe,2020-04-12,12,1,356
San Marino,Europe,2020-04-14,,1,356
San Marino,Europe,2020-04-15,16,0,372
San Marino,Europe,2020-04-16,20,0,392
San Marino,Europe,2020-04-17,34,2,426
San Marino,Europe,2020-04-18,9,1,435
San Marino,Europe,2020-04-19,20,0,455
San Marino,Europe,2020-04-20,6,0,461
San Marino,Europe,2020-04-21,1,0,462
San Marino,Europe,2020-04-22,14,1,476
San Marino,Europe,2020-04-23,12,0,488
San Marino,Europe,2020-04-24,13,0,501
San Marino,Europe,2020-04-25,12,0,513
San Marino,Europe,2020-04-27,25,1,538
San Marino,Europe,2020-04-29,15,0,553
San Marino,Europe,2020-04-30,10,0,563
San Marino,Europe,2020-05-01,6,0,569
San Marino,Europe,2020-05-02,11,0,580
San Marino,Europe,2020-05-04,2,0,582
San Marino,Europe,2020-05-06,7,0,589
Sao Tome and Principe,Africa,2020-04-09,4,0,4
Sao Tome and Principe,Africa,2020-04-23,3,0,7
Sao Tome and Principe,Africa,2020-04-24,1,0,8
Sao Tome and Principe,Africa,2020-04-29,3,0,11
Sao Tome and Principe,Africa,2020-04-30,3,0,14
Sao Tome and Principe,Africa,2020-05-01,2,1,16
Sao Tome and Principe,Africa,2020-05-02,2,0,18
Sao Tome and Principe,Africa,2020-05-05,156,2,174
Saudi Arabia,Asia,2020-03-03,1,0,1
Saudi Arabia,Asia,2020-03-06,4,0,5
Saudi Arabia,Asia,2020-03-08,2,0,7
Saudi Arabia,Asia,2020-03-09,4,0,11
Saudi Arabia,Asia,2020-03-10,4,0,15
Saudi Arabia,Asia,2020-03-11,5,0,20
Saudi Arabia,Asia,2020-03-12,25,0,45
Saudi Arabia,Asia,2020-03-13,17,0,62
Saudi Arabia,Asia,2020-03-14,24,0,86
Saudi Arabia,Asia,2020-03-16,32,0,118
Saudi Arabia,Asia,2020-03-17,15,0,133
Saudi Arabia,Asia,2020-03-19,38,0,171
Saudi Arabia,Asia,2020-03-20,67,0,238
Saudi Arabia,Asia,2020-03-21,36,0,274
Saudi Arabia,Asia,2020-03-22,118,0,392
Saudi Arabia,Asia,2020-03-23,119,0,511
Saudi Arabia,Asia,2020-03-24,51,0,562
Saudi Arabia,Asia,2020-03-25,205,1,767
Saudi Arabia,Asia,2020-03-26,133,1,900
Saudi Arabia,Asia,2020-03-27,112,1,1012
Saudi Arabia,Asia,2020-03-28,92,0,1104
Saudi Arabia,Asia,2020-03-29,99,1,1203
Saudi Arabia,Asia,2020-03-30,26,4,1229
Saudi Arabia,Asia,2020-03-31,224,0,1453
Saudi Arabia,Asia,2020-04-01,110,2,1563
Saudi Arabia,Asia,2020-04-02,157,6,1720
Saudi Arabia,Asia,2020-04-03,165,5,1885
Saudi Arabia,Asia,2020-04-05,294,8,2179
Saudi Arabia,Asia,2020-04-06,206,5,2385
Saudi Arabia,Asia,2020-04-07,138,4,2523
Saudi Arabia,Asia,2020-04-08,272,3,2795
Saudi Arabia,Asia,2020-04-09,137,0,2932
Saudi Arabia,Asia,2020-04-10,355,3,3287
Saudi Arabia,Asia,2020-04-11,364,3,3651
Saudi Arabia,Asia,2020-04-12,382,5,4033
Saudi Arabia,Asia,2020-04-13,429,7,4462
Saudi Arabia,Asia,2020-04-14,472,6,4934
Saudi Arabia,Asia,2020-04-15,435,8,5369
Saudi Arabia,Asia,2020-04-16,493,6,5862
Saudi Arabia,Asia,2020-04-17,518,4,6380
Saudi Arabia,Asia,2020-04-18,762,4,7142
Saudi Arabia,Asia,2020-04-19,1132,5,8274
Saudi Arabia,Asia,2020-04-20,1088,5,9362
Saudi Arabia,Asia,2020-04-21,1122,6,10484
Saudi Arabia,Asia,2020-04-22,1147,6,11631
Saudi Arabia,Asia,2020-04-23,1141,5,12772
Saudi Arabia,Asia,2020-04-24,1158,7,13930
Saudi Arabia,Asia,2020-04-25,1172,6,15102
Saudi Arabia,Asia,2020-04-26,1197,9,16299
Saudi Arabia,Asia,2020-04-27,1223,3,17522
Saudi Arabia,Asia,2020-04-28,1289,5,18811
Saudi Arabia,Asia,2020-04-29,1266,8,20077
Saudi Arabia,Asia,2020-04-30,1325,5,21402
Saudi Arabia,Asia,2020-05-01,1351,5,22753
Saudi Arabia,Asia,2020-05-02,1344,7,24097
Saudi Arabia,Asia,2020-05-03,1362,7,25459
Saudi Arabia,Asia,2020-05-04,1552,8,27011
Saudi Arabia,Asia,2020-05-05,1645,7,28656
Saudi Arabia,Asia,2020-05-06,1595,9,30251
Senegal,Africa,2020-03-03,1,0,1
Senegal,Africa,2020-03-05,2,0,3
Senegal,Africa,2020-03-06,1,0,4
Senegal,Africa,2020-03-13,2,0,6
Senegal,Africa,2020-03-14,13,0,19
Senegal,Africa,2020-03-15,2,0,21
Senegal,Africa,2020-03-16,5,0,26
Senegal,Africa,2020-03-17,1,0,27
Senegal,Africa,2020-03-18,4,0,31
Senegal,Africa,2020-03-19,5,0,36
Senegal,Africa,2020-03-21,11,0,47
Senegal,Africa,2020-03-22,9,0,56
Senegal,Africa,2020-03-23,11,0,67
Senegal,Africa,2020-03-24,12,0,79
Senegal,Africa,2020-03-25,7,0,86
Senegal,Africa,2020-03-26,13,0,99
Senegal,Africa,2020-03-27,6,0,105
Senegal,Africa,2020-03-28,14,0,119
Senegal,Africa,2020-03-29,11,0,130
Senegal,Africa,2020-03-30,12,0,142
Senegal,Africa,2020-03-31,20,0,162
Senegal,Africa,2020-04-01,13,0,175
Senegal,Africa,2020-04-02,15,1,190
Senegal,Africa,2020-04-03,5,0,195
Senegal,Africa,2020-04-04,12,0,207
Senegal,Africa,2020-04-05,12,1,219
Senegal,Africa,2020-04-06,3,0,222
Senegal,Africa,2020-04-07,4,0,226
Senegal,Africa,2020-04-08,11,0,237
Senegal,Africa,2020-04-09,7,0,244
Senegal,Africa,2020-04-10,6,0,250
Senegal,Africa,2020-04-11,15,0,265
Senegal,Africa,2020-04-12,13,0,278
Senegal,Africa,2020-04-13,2,0,280
Senegal,Africa,2020-04-14,11,0,291
Senegal,Africa,2020-04-15,8,0,299
Senegal,Africa,2020-04-16,15,0,314
Senegal,Africa,2020-04-17,21,0,335
Senegal,Africa,2020-04-18,7,1,342
Senegal,Africa,2020-04-19,8,0,350
Senegal,Africa,2020-04-20,17,1,367
Senegal,Africa,2020-04-21,10,1,377
Senegal,Africa,2020-04-22,35,0,412
Senegal,Africa,2020-04-23,30,1,442
Senegal,Africa,2020-04-24,37,0,479
Senegal,Africa,2020-04-25,66,1,545
Senegal,Africa,2020-04-26,69,0,614
Senegal,Africa,2020-04-27,57,2,671
Senegal,Africa,2020-04-28,64,0,735
Senegal,Africa,2020-04-29,88,0,823
Senegal,Africa,2020-04-30,59,0,882
Senegal,Africa,2020-05-01,51,0,933
Senegal,Africa,2020-05-02,91,0,1024
Senegal,Africa,2020-05-03,91,0,1115
Senegal,Africa,2020-05-04,67,0,1182
Senegal,Africa,2020-05-05,89,1,1271
Senegal,Africa,2020-05-06,58,1,1329
Serbia,Europe,2020-03-07,1,0,1
Serbia,Europe,2020-03-11,4,0,5
Serbia,Europe,2020-03-12,13,0,18
Serbia,Europe,2020-03-13,6,0,24
Serbia,Europe,2020-03-14,17,0,41
Serbia,Europe,2020-03-15,5,0,46
Serbia,Europe,2020-03-16,9,0,55
Serbia,Europe,2020-03-17,2,0,57
Serbia,Europe,2020-03-18,15,0,72
Serbia,Europe,2020-03-19,22,0,94
Serbia,Europe,2020-03-20,32,0,126
Serbia,Europe,2020-03-21,9,1,135
Serbia,Europe,2020-03-22,14,0,149
Serbia,Europe,2020-03-23,39,0,188
Serbia,Europe,2020-03-24,34,0,222
Serbia,Europe,2020-03-25,27,0,249
Serbia,Europe,2020-03-26,54,1,303
Serbia,Europe,2020-03-27,81,1,384
Serbia,Europe,2020-03-28,73,3,457
Serbia,Europe,2020-03-29,202,4,659
Serbia,Europe,2020-03-30,82,3,741
Serbia,Europe,2020-04-01,159,10,900
Serbia,Europe,2020-04-02,160,0,1060
Serbia,Europe,2020-04-03,111,8,1171
Serbia,Europe,2020-04-04,305,8,1476
Serbia,Europe,2020-04-05,148,5,1624
Serbia,Europe,2020-04-06,284,7,1908
Serbia,Europe,2020-04-07,292,7,2200
Serbia,Europe,2020-04-08,247,3,2447
Serbia,Europe,2020-04-09,219,4,2666
Serbia,Europe,2020-04-10,201,1,2867
Serbia,Europe,2020-04-11,238,5,3105
Serbia,Europe,2020-04-12,275,3,3380
Serbia,Europe,2020-04-13,250,6,3630
Serbia,Europe,2020-04-14,424,5,4054
Serbia,Europe,2020-04-15,411,9,4465
Serbia,Europe,2020-04-16,408,5,4873
Serbia,Europe,2020-04-17,445,4,5318
Serbia,Europe,2020-04-18,372,7,5690
Serbia,Europe,2020-04-19,304,7,5994
Serbia,Europe,2020-04-20,324,5,6318
Serbia,Europe,2020-04-21,312,3,6630
Serbia,Europe,2020-04-22,260,0,6890
Serbia,Europe,2020-04-23,224,9,7114
Serbia,Europe,2020-04-24,162,5,7276
Serbia,Europe,2020-04-25,207,5,7483
Serbia,Europe,2020-04-26,296,7,7779
Serbia,Europe,2020-04-27,263,5,8042
Serbia,Europe,2020-04-28,233,6,8275
Serbia,Europe,2020-04-29,222,6,8497
Serbia,Europe,2020-04-30,227,5,8724
Serbia,Europe,2020-05-01,285,6,9009
Serbia,Europe,2020-05-02,196,6,9205
Serbia,Europe,2020-05-03,157,4,9362
Serbia,Europe,2020-05-04,102,4,9464
Serbia,Europe,2020-05-05,93,4,9557
Serbia,Europe,2020-05-06,120,3,9677
Seychelles,America,2020-03-15,2,0,2
Seychelles,America,2020-03-16,1,0,3
Seychelles,America,2020-03-17,1,0,4
Seychelles,America,2020-03-19,2,0,6
Seychelles,America,2020-03-21,1,0,7
Seychelles,America,2020-03-30,1,0,8
Seychelles,America,2020-03-31,2,0,10
Seychelles,America,2020-04-15,1,0,11
Sierra Leone,Africa,2020-04-01,1,0,1
Sierra Leone,Africa,2020-04-03,1,0,2
Sierra Leone,Africa,2020-04-05,2,0,4
Sierra Leone,Africa,2020-04-06,2,0,6
Sierra Leone,Africa,2020-04-09,1,0,7
Sierra Leone,Africa,2020-04-11,1,0,8
Sierra Leone,Africa,2020-04-12,2,0,10
Sierra Leone,Africa,2020-04-14,1,0,11
Sierra Leone,Africa,2020-04-16,2,0,13
Sierra Leone,Africa,2020-04-17,2,0,15
Sierra Leone,Africa,2020-04-18,11,0,26
Sierra Leone,Africa,2020-04-19,4,0,30
Sierra Leone,Africa,2020-04-20,5,0,35
Sierra Leone,Africa,2020-04-21,8,0,43
Sierra Leone,Africa,2020-04-22,7,0,50
Sierra Leone,Africa,2020-04-23,11,0,61
Sierra Leone,Africa,2020-04-24,3,1,64
Sierra Leone,Africa,2020-04-25,18,2,82
Sierra Leone,Africa,2020-04-27,11,1,93
Sierra Leone,Africa,2020-04-28,6,0,99
Sierra Leone,Africa,2020-04-29,5,0,104
Sierra Leone,Africa,2020-04-30,12,0,116
Sierra Leone,Africa,2020-05-01,8,3,124
Sierra Leone,Africa,2020-05-02,12,0,136
Sierra Leone,Africa,2020-05-03,19,1,155
Sierra Leone,Africa,2020-05-04,2,0,157
Sierra Leone,Africa,2020-05-05,21,1,178
Sierra Leone,Africa,2020-05-06,21,2,199
Singapore,Asia,2020-01-24,3,0,3
Singapore,Asia,2020-01-26,1,0,4
Singapore,Asia,2020-01-28,1,0,5
Singapore,Asia,2020-01-29,2,0,7
Singapore,Asia,2020-01-30,3,0,10
Singapore,Asia,2020-01-31,3,0,13
Singapore,Asia,2020-02-01,3,0,16
Singapore,Asia,2020-02-02,2,0,18
Singapore,Asia,2020-02-05,6,0,24
Singapore,Asia,2020-02-06,4,0,28
Singapore,Asia,2020-02-07,2,0,30
Singapore,Asia,2020-02-08,3,0,33
Singapore,Asia,2020-02-09,7,0,40
Singapore,Asia,2020-02-10,3,0,43
Singapore,Asia,2020-02-11,2,0,45
Singapore,Asia,2020-02-12,2,0,47
Singapore,Asia,2020-02-13,3,0,50
Singapore,Asia,2020-02-14,8,0,58
Singapore,Asia,2020-02-15,9,0,67
Singapore,Asia,2020-02-16,5,0,72
Singapore,Asia,2020-02-17,3,0,75
Singapore,Asia,2020-02-18,2,0,77
Singapore,Asia,2020-02-19,4,0,81
Singapore,Asia,2020-02-20,3,0,84
Singapore,Asia,2020-02-21,1,0,85
Singapore,Asia,2020-02-22,1,0,86
Singapore,Asia,2020-02-23,3,0,89
Singapore,Asia,2020-02-25,1,0,90
Singapore,Asia,2020-02-26,1,0,91
Singapore,Asia,2020-02-27,2,0,93
Singapore,Asia,2020-02-28,3,0,96
Singapore,Asia,2020-02-29,2,0,98
Singapore,Asia,2020-03-01,4,0,102
Singapore,Asia,2020-03-02,4,0,106
Singapore,Asia,2020-03-03,2,0,108
Singapore,Asia,2020-03-04,2,0,110
Singapore,Asia,2020-03-05,2,0,112
Singapore,Asia,2020-03-06,5,0,117
Singapore,Asia,2020-03-07,13,0,130
Singapore,Asia,2020-03-08,8,0,138
Singapore,Asia,2020-03-09,12,0,150
Singapore,Asia,2020-03-10,10,0,160
Singapore,Asia,2020-03-11,6,0,166
Singapore,Asia,2020-03-12,12,0,178
Singapore,Asia,2020-03-13,9,0,187
Singapore,Asia,2020-03-14,13,0,200
Singapore,Asia,2020-03-15,14,0,214
Singapore,Asia,2020-03-16,12,0,226
Singapore,Asia,2020-03-17,17,0,243
Singapore,Asia,2020-03-18,23,0,266
Singapore,Asia,2020-03-19,47,0,313
Singapore,Asia,2020-03-20,32,0,345
Singapore,Asia,2020-03-21,40,0,385
Singapore,Asia,2020-03-22,47,2,432
Singapore,Asia,2020-03-23,23,0,455
Singapore,Asia,2020-03-24,54,0,509
Singapore,Asia,2020-03-25,49,0,558
Singapore,Asia,2020-03-26,10,0,568
Singapore,Asia,2020-03-27,26,0,594
Singapore,Asia,2020-03-28,138,0,732
Singapore,Asia,2020-03-29,71,1,803
Singapore,Asia,2020-03-30,41,0,844
Singapore,Asia,2020-04-01,35,0,879
Singapore,Asia,2020-04-02,121,1,1000
Singapore,Asia,2020-04-03,49,1,1049
Singapore,Asia,2020-04-04,65,0,1114
Singapore,Asia,2020-04-05,75,1,1189
Singapore,Asia,2020-04-06,120,0,1309
Singapore,Asia,2020-04-07,66,0,1375
Singapore,Asia,2020-04-08,106,0,1481
Singapore,Asia,2020-04-09,142,0,1623
Singapore,Asia,2020-04-10,286,0,1909
Singapore,Asia,2020-04-12,390,2,2299
Singapore,Asia,2020-04-13,233,0,2532
Singapore,Asia,2020-04-14,386,1,2918
Singapore,Asia,2020-04-15,334,1,3252
Singapore,Asia,2020-04-16,447,0,3699
Singapore,Asia,2020-04-17,728,0,4427
Singapore,Asia,2020-04-18,623,1,5050
Singapore,Asia,2020-04-19,942,0,5992
Singapore,Asia,2020-04-20,596,0,6588
Singapore,Asia,2020-04-21,1426,0,8014
Singapore,Asia,2020-04-22,1111,0,9125
Singapore,Asia,2020-04-23,1016,1,10141
Singapore,Asia,2020-04-24,1037,0,11178
Singapore,Asia,2020-04-26,1515,0,12693
Singapore,Asia,2020-04-27,931,0,13624
Singapore,Asia,2020-04-28,799,2,14423
Singapore,Asia,2020-04-29,528,0,14951
Singapore,Asia,2020-04-30,690,0,15641
Singapore,Asia,2020-05-01,528,1,16169
Singapore,Asia,2020-05-02,932,1,17101
Singapore,Asia,2020-05-03,447,1,17548
Singapore,Asia,2020-05-04,657,1,18205
Singapore,Asia,2020-05-05,573,0,18778
Singapore,Asia,2020-05-06,632,0,19410
Sint Maarten (Dutch part),Etc,2020-03-03,1,0,1
Sint Maarten (Dutch part),Etc,2020-03-26,1,0,2
Sint Maarten (Dutch part),Etc,2020-03-28,1,0,3
Sint Maarten (Dutch part),Etc,2020-04-01,3,0,6
Sint Maarten (Dutch part),Etc,2020-04-02,10,1,16
Sint Maarten (Dutch part),Etc,2020-04-03,7,1,23
Sint Maarten (Dutch part),Etc,2020-04-06,2,2,25
Sint Maarten (Dutch part),Etc,2020-04-08,15,4,40
Sint Maarten (Dutch part),Etc,2020-04-10,10,0,50
Sint Maarten (Dutch part),Etc,2020-04-11,,1,50
Sint Maarten (Dutch part),Etc,2020-04-14,2,0,52
Sint Maarten (Dutch part),Etc,2020-04-16,5,0,57
Sint Maarten (Dutch part),Etc,2020-04-19,7,0,64
Sint Maarten (Dutch part),Etc,2020-04-20,3,1,67
Sint Maarten (Dutch part),Etc,2020-04-21,1,0,68
Sint Maarten (Dutch part),Etc,2020-04-23,5,2,73
Sint Maarten (Dutch part),Etc,2020-04-27,1,1,74
Sint Maarten (Dutch part),Etc,2020-04-28,1,0,75
Sint Maarten (Dutch part),Etc,2020-04-30,1,0,76
Sint Maarten (Dutch part),Etc,2020-05-06,,1,76
Slovakia,Europe,2020-03-07,1,0,1
Slovakia,Europe,2020-03-08,2,0,3
Slovakia,Europe,2020-03-09,2,0,5
Slovakia,Europe,2020-03-11,2,0,7
Slovakia,Europe,2020-03-12,3,0,10
Slovakia,Europe,2020-03-13,11,0,21
Slovakia,Europe,2020-03-14,9,0,30
Slovakia,Europe,2020-03-15,14,0,44
Slovakia,Europe,2020-03-16,17,0,61
Slovakia,Europe,2020-03-17,23,0,84
Slovakia,Europe,2020-03-18,13,0,97
Slovakia,Europe,2020-03-19,10,0,107
Slovakia,Europe,2020-03-20,16,0,123
Slovakia,Europe,2020-03-21,14,0,137
Slovakia,Europe,2020-03-22,41,0,178
Slovakia,Europe,2020-03-23,7,0,185
Slovakia,Europe,2020-03-24,6,0,191
Slovakia,Europe,2020-03-25,13,0,204
Slovakia,Europe,2020-03-26,12,0,216
Slovakia,Europe,2020-03-27,10,0,226
Slovakia,Europe,2020-03-28,69,0,295
Slovakia,Europe,2020-03-30,41,0,336
Slovakia,Europe,2020-04-01,27,0,363
Slovakia,Europe,2020-04-02,37,0,400
Slovakia,Europe,2020-04-03,26,0,426
Slovakia,Europe,2020-04-04,24,0,450
Slovakia,Europe,2020-04-05,21,0,471
Slovakia,Europe,2020-04-06,14,0,485
Slovakia,Europe,2020-04-07,49,2,534
Slovakia,Europe,2020-04-08,47,0,581
Slovakia,Europe,2020-04-09,101,0,682
Slovakia,Europe,2020-04-10,19,0,701
Slovakia,Europe,2020-04-11,14,0,715
Slovakia,Europe,2020-04-12,13,0,728
Slovakia,Europe,2020-04-13,14,0,742
Slovakia,Europe,2020-04-14,27,0,769
Slovakia,Europe,2020-04-15,66,0,835
Slovakia,Europe,2020-04-16,28,4,863
Slovakia,Europe,2020-04-17,114,2,977
Slovakia,Europe,2020-04-18,72,1,1049
Slovakia,Europe,2020-04-19,40,2,1089
Slovakia,Europe,2020-04-20,72,1,1161
Slovakia,Europe,2020-04-21,12,1,1173
Slovakia,Europe,2020-04-22,26,1,1199
Slovakia,Europe,2020-04-23,45,0,1244
Slovakia,Europe,2020-04-24,81,1,1325
Slovakia,Europe,2020-04-25,35,2,1360
Slovakia,Europe,2020-04-26,13,0,1373
Slovakia,Europe,2020-04-27,6,1,1379
Slovakia,Europe,2020-04-28,2,0,1381
Slovakia,Europe,2020-04-29,3,2,1384
Slovakia,Europe,2020-04-30,7,2,1391
Slovakia,Europe,2020-05-01,5,1,1396
Slovakia,Europe,2020-05-02,7,0,1403
Slovakia,Europe,2020-05-03,4,1,1407
Slovakia,Europe,2020-05-04,1,0,1408
Slovakia,Europe,2020-05-05,5,1,1413
Slovakia,Europe,2020-05-06,8,0,1421
Slovenia,Europe,2020-03-05,1,0,1
Slovenia,Europe,2020-03-06,5,0,6
Slovenia,Europe,2020-03-07,3,0,9
Slovenia,Europe,2020-03-08,3,0,12
Slovenia,Europe,2020-03-09,4,0,16
Slovenia,Europe,2020-03-11,15,0,31
Slovenia,Europe,2020-03-12,26,0,57
Slovenia,Europe,2020-03-13,39,0,96
Slovenia,Europe,2020-03-14,45,0,141
Slovenia,Europe,2020-03-15,40,0,181
Slovenia,Europe,2020-03-16,38,0,219
Slovenia,Europe,2020-03-17,34,0,253
Slovenia,Europe,2020-03-18,22,1,275
Slovenia,Europe,2020-03-19,11,0,286
Slovenia,Europe,2020-03-20,33,0,319
Slovenia,Europe,2020-03-21,22,0,341
Slovenia,Europe,2020-03-22,42,0,383
Slovenia,Europe,2020-03-23,31,0,414
Slovenia,Europe,2020-03-24,28,0,442
Slovenia,Europe,2020-03-25,38,2,480
Slovenia,Europe,2020-03-26,48,1,528
Slovenia,Europe,2020-03-27,49,1,577
Slovenia,Europe,2020-03-28,55,4,632
Slovenia,Europe,2020-03-29,59,0,691
Slovenia,Europe,2020-03-30,39,2,730
Slovenia,Europe,2020-03-31,33,0,763
Slovenia,Europe,2020-04-01,51,2,814
Slovenia,Europe,2020-04-02,27,2,841
Slovenia,Europe,2020-04-03,56,1,897
Slovenia,Europe,2020-04-04,37,4,934
Slovenia,Europe,2020-04-05,43,2,977
Slovenia,Europe,2020-04-06,20,6,997
Slovenia,Europe,2020-04-07,24,2,1021
Slovenia,Europe,2020-04-08,34,6,1055
Slovenia,Europe,2020-04-09,36,4,1091
Slovenia,Europe,2020-04-10,33,3,1124
Slovenia,Europe,2020-04-11,36,2,1160
Slovenia,Europe,2020-04-12,28,5,1188
Slovenia,Europe,2020-04-13,17,3,1205
Slovenia,Europe,2020-04-14,7,2,1212
Slovenia,Europe,2020-04-15,8,1,1220
Slovenia,Europe,2020-04-16,28,5,1248
Slovenia,Europe,2020-04-17,20,0,1268
Slovenia,Europe,2020-04-18,36,5,1304
Slovenia,Europe,2020-04-19,13,4,1317
Slovenia,Europe,2020-04-20,13,4,1330
Slovenia,Europe,2020-04-21,5,0,1335
Slovenia,Europe,2020-04-22,5,3,1340
Slovenia,Europe,2020-04-23,13,2,1353
Slovenia,Europe,2020-04-24,13,0,1366
Slovenia,Europe,2020-04-25,7,1,1373
Slovenia,Europe,2020-04-26,15,1,1388
Slovenia,Europe,2020-04-27,19,1,1407
Slovenia,Europe,2020-04-28,,1,1407
Slovenia,Europe,2020-04-29,1,3,1408
Slovenia,Europe,2020-04-30,10,3,1418
Slovenia,Europe,2020-05-01,11,2,1429
Slovenia,Europe,2020-05-02,5,2,1434
Slovenia,Europe,2020-05-03,5,1,1439
Slovenia,Europe,2020-05-04,,2,1439
Slovenia,Europe,2020-05-05,,1,1439
Slovenia,Europe,2020-05-06,6,1,1445
Somalia,Africa,2020-03-17,1,0,1
Somalia,Africa,2020-03-27,1,0,2
Somalia,Africa,2020-03-28,1,0,3
Somalia,Africa,2020-04-02,2,0,5
Somalia,Africa,2020-04-05,2,0,7
Somalia,Africa,2020-04-08,1,0,8
Somalia,Africa,2020-04-10,4,1,12
Somalia,Africa,2020-04-11,9,0,21
Somalia,Africa,2020-04-13,4,1,25
Somalia,Africa,2020-04-15,35,0,60
Somalia,Africa,2020-04-16,20,3,80
Somalia,Africa,2020-04-18,36,0,116
Somalia,Africa,2020-04-19,19,2,135
Somalia,Africa,2020-04-20,29,0,164
Somalia,Africa,2020-04-21,73,1,237
Somalia,Africa,2020-04-22,49,0,286
Somalia,Africa,2020-04-23,,6,286
Somalia,Africa,2020-04-24,42,0,328
Somalia,Africa,2020-04-25,,2,328
Somalia,Africa,2020-04-26,62,2,390
Somalia,Africa,2020-04-27,46,5,436
Somalia,Africa,2020-04-28,44,3,480
