Date,Daily_confirmed,Daily_deaths,Total_confirmed,Flight_departure,Flight_arrivals,Flight_total,Passenger_departure,Passenger_arrivals,Passenger_total,Freight_departure,Freight_arrivals,Freight_total,Ship_year,Ship_count,Ship_crew(korea),Ship_crew(foreign),Ship_passenger,News_Daily_Total,News_Sum,News_Negative,News_Positive,China
20200427,3.0,1.0,83912.0,35.0,22.0,57.0,137.0,0.0,137.0,285.0,633.0,918.0,161600.0,657.0,173.0,1357.0,0.0,1467.0,102.0,77.0,25.0,0.0
20200428,26.0,0.0,83938.0,49.0,31.0,80.0,221.0,223.0,444.0,643.0,911.0,1554.0,151500.0,715.0,175.0,1328.0,3.0,1084.0,119.0,89.0,30.0,1.0
20200429,2.0,0.0,83940.0,52.0,34.0,86.0,113.0,134.0,247.0,697.0,1045.0,1742.0,145440.0,613.0,137.0,1241.0,1.0,1221.0,116.0,91.0,25.0,1.0
20200430,4.0,0.0,83944.0,47.0,32.0,79.0,220.0,0.0,220.0,399.0,858.0,1257.0,137360.0,596.0,126.0,1253.0,0.0,1384.0,131.0,96.0,35.0,0.0
20200501,12.0,0.0,83956.0,51.0,37.0,88.0,940.0,908.0,1848.0,394.0,758.0,1152.0,129280.0,600.0,172.0,1069.0,0.0,1202.0,122.0,96.0,26.0,0.0
20200502,3.0,0.0,83959.0,34.0,19.0,53.0,124.0,0.0,124.0,237.0,633.0,870.0,113120.0,469.0,119.0,989.0,2.0,805.0,98.0,85.0,13.0,0.0
20200503,2.0,0.0,83961.0,38.0,22.0,60.0,376.0,288.0,664.0,193.0,827.0,1020.0,107060.0,278.0,96.0,903.0,0.0,890.0,80.0,61.0,19.0,0.0
20200504,3.0,0.0,83964.0,33.0,23.0,56.0,351.0,270.0,621.0,157.0,715.0,872.0,109080.0,460.0,103.0,917.0,0.0,1418.0,100.0,80.0,20.0,0.0
20200505,2.0,0.0,83966.0,37.0,25.0,62.0,0.0,0.0,0.0,396.0,707.0,1103.0,109080.0,672.0,89.0,1036.0,0.0,881.0,97.0,85.0,12.0,0.0
20200506,2.0,0.0,83968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
