Date,Daily_confirmed,Daily_deaths,Total_confirmed,Flight_departure,Flight_arrivals,Flight_total,Passenger_departure,Passenger_arrivals,Passenger_total,Freight_departure,Freight_arrivals,Freight_total,Ship_year,Ship_count,Ship_crew(korea),Ship_crew(foreign),Ship_passenger,News_Daily_Total,News_Sum,News_Negative,News_Positive,Asia
20200426,11024.0,248.0,280671.0,405.0,407.0,812.0,51211.0,52391.0,103602.0,1538.0,2109.0,3647.0,177760.0,888.0,286.0,1157.0,0.0,1249.0,81.0,73.0,8.0,2.0
20200427,9555.0,196.0,286782.0,377.0,375.0,752.0,51368.0,52403.0,103771.0,1338.0,1061.0,2399.0,125240.0,510.0,151.0,952.0,2.0,1467.0,93.0,86.0,7.0,4.0
20200428,9425.0,277.0,298325.0,374.0,378.0,752.0,50895.0,52510.0,103405.0,1421.0,1738.0,3159.0,109080.0,611.0,201.0,689.0,0.0,1084.0,109.0,93.0,16.0,1.0
20200429,9861.0,251.0,303813.0,495.0,490.0,985.0,63124.0,67857.0,130981.0,2425.0,1989.0,4414.0,117160.0,518.0,114.0,890.0,0.0,1221.0,118.0,99.0,19.0,1.0
20200430,10338.0,278.0,317500.0,515.0,512.0,1027.0,65381.0,69855.0,135236.0,1743.0,1757.0,3500.0,127260.0,441.0,153.0,949.0,0.0,1384.0,204.0,103.0,101.0,4.0
20200501,11559.0,273.0,330188.0,508.0,510.0,1018.0,58207.0,59985.0,118192.0,1501.0,1918.0,3419.0,94940.0,362.0,101.0,717.0,0.0,1202.0,120.0,107.0,13.0,2.0
20200502,12182.0,255.0,340128.0,494.0,497.0,991.0,56272.0,57109.0,113381.0,1118.0,1205.0,2323.0,117160.0,522.0,144.0,900.0,0.0,805.0,81.0,77.0,4.0,4.0
20200503,11604.0,311.0,353895.0,532.0,530.0,1062.0,68379.0,68044.0,136423.0,1426.0,1863.0,3289.0,119180.0,632.0,179.0,814.0,0.0,890.0,124.0,94.0,30.0,5.0
20200504,12238.0,243.0,367741.0,485.0,485.0,970.0,52786.0,52924.0,105710.0,987.0,933.0,1920.0,72720.0,265.0,93.0,509.0,0.0,1418.0,204.0,136.0,68.0,1.0
20200505,13859.0,395.0,381339.0,500.0,497.0,997.0,56846.0,56585.0,113431.0,1207.0,1221.0,2428.0,68680.0,242.0,87.0,503.0,0.0,881.0,128.0,117.0,11.0,2.0
20200506,13769.0,317.0,394386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020040129,0.0,0.0,0.0,23.0,23.0,46.0,3770.0,1987.0,5757.0,21.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020040130,0.0,0.0,0.0,23.0,23.0,46.0,4078.0,1792.0,5870.0,21.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
